Time,I_dir,I_dif,m_dot,T_amb,T_in,T_out
8536,739.84,124.71,35.67,31.86,87.09,90.58
8537,739.84,124.71,35.67,31.87,87.09,90.60
8538,739.83,124.71,35.70,31.87,87.08,90.60
8539,739.83,124.71,35.74,31.87,87.09,90.60
8540,739.82,124.71,35.76,31.87,87.09,90.59
8541,739.82,124.71,35.76,31.87,87.09,90.59
8542,739.81,124.71,35.78,31.88,87.09,90.58
8543,739.81,124.71,35.79,31.89,87.09,90.59
8544,739.80,124.71,35.80,31.90,87.09,90.60
8545,739.80,124.71,35.80,31.91,87.09,90.60
8546,739.80,124.71,35.80,31.91,87.10,90.60
8547,739.79,124.71,35.80,31.93,87.10,90.59
8548,739.79,124.72,35.80,31.94,87.10,90.59
8549,739.79,124.72,35.80,31.97,87.10,90.59
8550,739.78,124.72,35.83,31.98,87.11,90.60
8551,739.78,124.72,35.82,32.01,87.11,90.60
8552,739.78,124.72,35.82,32.02,87.11,90.60
8553,739.78,124.72,35.82,32.04,87.11,90.60
8554,739.78,124.72,35.80,32.04,87.10,90.59
8555,739.77,124.72,35.78,32.07,87.11,90.60
8556,739.77,124.72,35.78,32.09,87.12,90.60
8557,739.76,124.72,35.78,32.10,87.12,90.61
8558,739.76,124.72,35.78,32.11,87.12,90.60
8559,739.75,124.72,35.80,32.14,87.12,90.61
8560,739.75,124.72,35.82,32.14,87.12,90.60
8561,739.74,124.72,35.80,32.15,87.12,90.60
8562,739.74,124.72,35.80,32.15,87.12,90.60
8563,739.73,124.72,35.80,32.16,87.11,90.61
8564,739.73,124.72,35.78,32.16,87.13,90.62
8565,739.72,124.72,35.78,32.18,87.12,90.61
8566,739.72,124.73,35.78,32.19,87.12,90.61
8567,739.72,124.73,35.76,32.19,87.13,90.60
8568,739.71,124.73,35.74,32.19,87.13,90.60
8569,739.71,124.73,35.74,32.19,87.13,90.60
8570,739.70,124.73,35.74,32.19,87.13,90.62
8571,739.70,124.73,35.75,32.17,87.13,90.61
8572,739.69,124.73,35.75,32.17,87.13,90.63
8573,739.69,124.73,35.80,32.15,87.14,90.63
8574,739.69,124.73,35.80,32.14,87.14,90.63
8575,739.68,124.73,35.80,32.13,87.15,90.63
8576,739.68,124.73,35.78,32.12,87.15,90.63
8577,739.68,124.73,35.78,32.12,87.15,90.63
8578,739.68,124.73,35.76,32.10,87.15,90.62
8579,739.67,124.73,35.76,32.09,87.15,90.63
8580,739.67,124.73,35.74,32.08,87.15,90.63
8581,739.67,124.73,35.74,32.06,87.15,90.63
8582,739.67,124.73,35.72,32.05,87.15,90.63
8583,739.66,124.73,35.72,32.05,87.15,90.63
8584,739.66,124.73,35.72,32.04,87.15,90.63
8585,739.66,124.73,35.74,32.04,87.15,90.63
8586,739.66,124.73,35.74,32.05,87.16,90.64
8587,739.65,124.73,35.74,32.04,87.16,90.64
8588,739.65,124.73,35.74,32.05,87.16,90.63
8589,739.64,124.73,35.74,32.05,87.16,90.64
8590,739.64,124.74,35.72,32.06,87.15,90.64
8591,739.64,124.74,35.72,32.08,87.15,90.64
8592,739.63,124.74,35.69,32.09,87.17,90.64
8593,739.63,124.74,35.69,32.09,87.16,90.64
8594,739.63,124.74,35.70,32.11,87.16,90.64
8595,739.63,124.74,35.70,32.11,87.16,90.64
8596,739.63,124.74,35.70,32.13,87.15,90.64
8597,739.63,124.74,35.70,32.13,87.16,90.64
8598,739.63,124.74,35.72,32.15,87.16,90.65
8599,739.63,124.74,35.72,32.16,87.16,90.64
8600,739.62,124.74,35.72,32.17,87.16,90.64
8601,739.62,124.74,35.69,32.17,87.17,90.65
8602,739.62,124.74,35.69,32.16,87.16,90.64
8603,739.62,124.74,35.67,32.17,87.15,90.65
8604,739.61,124.74,35.67,32.17,87.16,90.64
8605,739.61,124.74,35.67,32.18,87.16,90.65
8606,739.61,124.74,35.68,32.18,87.16,90.64
8607,739.61,124.74,35.67,32.17,87.16,90.64
8608,739.61,124.74,35.67,32.17,87.18,90.65
8609,739.61,124.74,35.67,32.15,87.17,90.65
8610,739.61,124.74,35.69,32.15,87.18,90.65
8611,739.61,124.74,35.69,32.12,87.17,90.64
8612,739.61,124.74,35.72,32.12,87.17,90.66
8613,739.61,124.74,35.72,32.12,87.18,90.65
8614,739.61,124.74,35.74,32.12,87.18,90.66
8615,739.60,124.74,35.78,32.11,87.18,90.66
8616,739.60,124.74,35.80,32.11,87.18,90.66
8617,739.60,124.74,35.83,32.11,87.18,90.65
8618,739.60,124.74,35.83,32.11,87.19,90.66
8619,739.60,124.74,35.85,32.11,87.19,90.66
8620,739.59,124.74,35.85,32.13,87.18,90.65
8621,739.59,124.74,35.83,32.12,87.18,90.66
8622,739.59,124.74,35.78,32.12,87.19,90.66
8623,739.59,124.74,35.76,32.12,87.19,90.66
8624,739.59,124.74,35.74,32.12,87.19,90.66
8625,739.59,124.74,35.74,32.13,87.18,90.66
8626,739.59,124.74,35.74,32.11,87.19,90.67
8627,739.59,124.74,35.74,32.10,87.19,90.66
8628,739.59,124.74,35.74,32.10,87.19,90.66
8629,739.59,124.75,35.74,32.08,87.19,90.67
8630,739.60,124.75,35.74,32.07,87.19,90.67
8631,739.60,124.75,35.76,32.07,87.20,90.66
8632,739.60,124.75,35.76,32.07,87.19,90.67
8633,739.60,124.75,35.78,32.06,87.20,90.67
8634,739.60,124.75,35.78,32.05,87.19,90.67
8635,739.61,124.75,35.80,32.05,87.20,90.68
8636,739.62,124.75,35.80,32.05,87.19,90.67
8637,739.63,124.75,35.83,32.03,87.19,90.67
8638,739.64,124.75,35.82,32.03,87.19,90.67
8639,739.65,124.75,35.82,32.03,87.20,90.68
8640,739.66,124.75,35.80,32.02,87.20,90.67
8641,739.66,124.75,35.80,32.03,87.19,90.66
8642,739.67,124.75,35.78,32.02,87.20,90.67
8643,739.67,124.75,35.78,32.01,87.20,90.67
8644,739.67,124.75,35.78,32.02,87.19,90.67
8645,739.67,124.75,35.78,32.01,87.20,90.68
8646,739.66,124.75,35.80,32.01,87.20,90.68
8647,739.66,124.75,35.80,32.01,87.20,90.67
8648,739.66,124.75,35.80,32.00,87.20,90.68
8649,739.66,124.75,35.81,31.99,87.20,90.67
8650,739.66,124.75,35.81,32.01,87.20,90.67
8651,739.66,124.75,35.80,32.02,87.19,90.66
8652,739.66,124.75,35.80,32.03,87.20,90.68
8653,739.65,124.75,35.80,32.05,87.20,90.67
8654,739.65,124.75,35.80,32.05,87.20,90.67
8655,739.65,124.75,35.80,32.05,87.20,90.68
8656,739.65,124.75,35.85,32.05,87.20,90.68
8657,739.65,124.75,35.85,32.06,87.20,90.66
8658,739.65,124.75,35.87,32.06,87.19,90.66
8659,739.65,124.75,35.87,32.08,87.20,90.67
8660,739.65,124.75,35.87,32.07,87.20,90.67
8661,739.65,124.75,35.85,32.08,87.20,90.67
8662,739.65,124.75,35.83,32.08,87.19,90.66
8663,739.65,124.75,35.80,32.08,87.19,90.66
8664,739.65,124.75,35.80,32.08,87.20,90.66
8665,739.66,124.75,35.76,32.10,87.20,90.67
8666,739.67,124.75,35.76,32.11,87.20,90.67
8667,739.67,124.75,35.76,32.10,87.20,90.68
8668,739.67,124.75,35.76,32.11,87.21,90.65
8669,739.68,124.75,35.78,32.12,87.21,90.65
8670,739.68,124.75,35.78,32.12,87.21,90.67
8671,739.69,124.74,35.78,32.12,87.21,90.67
8672,739.69,124.74,35.76,32.10,87.20,90.67
8673,739.71,124.74,35.76,32.10,87.21,90.67
8674,739.71,124.74,35.76,32.09,87.21,90.68
8675,739.72,124.74,35.76,32.06,87.21,90.66
8676,739.72,124.74,35.78,32.04,87.20,90.66
8677,739.73,124.74,35.78,32.02,87.20,90.66
8678,739.74,124.74,35.76,32.02,87.20,90.66
8679,739.74,124.74,35.76,32.00,87.20,90.66
8680,739.75,124.74,35.76,31.98,87.21,90.67
8681,739.76,124.74,35.74,31.96,87.19,90.67
8682,739.76,124.74,35.76,31.95,87.20,90.67
8683,739.77,124.74,35.76,31.94,87.20,90.67
8684,739.77,124.74,35.78,31.91,87.20,90.67
8685,739.78,124.74,35.78,31.91,87.21,90.67
8686,739.79,124.74,35.78,31.90,87.20,90.66
8687,739.79,124.74,35.78,31.86,87.19,90.64
8688,739.80,124.74,35.76,31.85,87.19,90.66
8689,739.81,124.74,35.76,31.84,87.19,90.65
8690,739.82,124.74,35.74,31.83,87.19,90.66
8691,739.83,124.74,35.76,31.83,87.19,90.67
8692,739.84,124.74,35.76,31.82,87.19,90.65
8693,739.85,124.74,35.74,31.82,87.19,90.65
8694,739.86,124.74,35.74,31.81,87.19,90.65
8695,739.87,124.74,35.74,31.80,87.19,90.66
8696,739.88,124.74,35.74,31.79,87.19,90.65
8697,739.90,124.74,35.74,31.80,87.18,90.66
8698,739.91,124.74,35.76,31.80,87.19,90.66
8699,739.92,124.74,35.76,31.81,87.18,90.65
8700,739.94,124.74,35.76,31.82,87.18,90.66
8701,739.95,124.74,35.76,31.84,87.19,90.66
8702,739.95,124.74,35.76,31.84,87.18,90.64
8703,739.96,124.74,35.76,31.86,87.18,90.64
8704,739.97,124.74,35.76,31.89,87.18,90.64
8705,739.98,124.73,35.78,31.93,87.18,90.65
8706,739.99,124.73,35.80,31.94,87.18,90.65
8707,740.00,124.73,35.82,31.97,87.18,90.65
8708,740.01,124.73,35.83,31.99,87.18,90.65
8709,740.01,124.73,35.83,31.99,87.18,90.64
8710,740.02,124.73,35.80,32.00,87.18,90.65
8711,740.03,124.73,35.78,32.01,87.18,90.64
8712,740.03,124.73,35.78,32.04,87.18,90.63
8713,740.04,124.73,35.78,32.04,87.19,90.64
8714,740.04,124.73,35.78,32.05,87.18,90.64
8715,740.05,124.73,35.78,32.07,87.18,90.64
8716,740.05,124.73,35.78,32.09,87.18,90.64
8717,740.05,124.73,35.80,32.09,87.18,90.64
8718,740.06,124.73,35.78,32.11,87.19,90.64
8719,740.07,124.73,35.78,32.12,87.18,90.63
8720,740.07,124.73,35.78,32.12,87.19,90.63
8721,740.08,124.73,35.78,32.13,87.19,90.65
8722,740.09,124.73,35.80,32.14,87.19,90.65
8723,740.10,124.73,35.83,32.15,87.19,90.64
8724,740.10,124.73,35.85,32.15,87.19,90.64
8725,740.11,124.73,35.85,32.15,87.19,90.65
8726,740.12,124.73,35.83,32.14,87.20,90.64
8727,740.13,124.73,35.83,32.14,87.19,90.65
8728,740.14,124.73,35.76,32.12,87.19,90.65
8729,740.15,124.73,35.74,32.12,87.19,90.64
8730,740.16,124.73,35.72,32.14,87.19,90.63
8731,740.17,124.73,35.74,32.14,87.19,90.63
8732,740.18,124.73,35.74,32.14,87.19,90.65
8733,740.18,124.73,35.78,32.13,87.20,90.65
8734,740.19,124.73,35.78,32.14,87.20,90.65
8735,740.20,124.72,35.80,32.13,87.21,90.64
8736,740.21,124.72,35.82,32.12,87.20,90.66
8737,740.22,124.72,35.82,32.11,87.19,90.65
8738,740.23,124.72,35.82,32.10,87.21,90.65
8739,740.24,124.72,35.80,32.08,87.21,90.65
8740,740.24,124.72,35.78,32.08,87.20,90.65
8741,740.25,124.72,35.78,32.08,87.20,90.65
8742,740.26,124.72,35.76,32.16,87.19,90.64
8743,740.26,124.72,35.76,32.23,87.19,90.64
8744,740.27,124.72,35.76,32.30,87.19,90.64
8745,740.28,124.72,35.81,32.34,87.19,90.65
8746,740.29,124.72,35.83,32.39,87.19,90.65
8747,740.30,124.72,35.82,32.39,87.19,90.65
8748,740.31,124.72,35.82,32.38,87.18,90.65
8749,740.32,124.72,35.82,32.39,87.18,90.65
8750,740.32,124.72,35.83,32.40,87.18,90.66
8751,740.33,124.72,35.80,32.41,87.18,90.64
8752,740.33,124.72,35.80,32.39,87.17,90.65
8753,740.34,124.72,35.78,32.38,87.16,90.65
8754,740.34,124.72,35.78,32.38,87.16,90.64
8755,740.35,124.72,35.78,32.38,87.17,90.64
8756,740.36,124.72,35.80,32.38,87.16,90.64
8757,740.37,124.72,35.80,32.40,87.15,90.63
8758,740.38,124.72,35.85,32.44,87.14,90.63
8759,740.39,124.72,35.85,32.47,87.13,90.62
8760,740.40,124.72,35.82,32.50,87.12,90.63
8761,740.41,124.72,35.80,32.54,87.12,90.61
8762,740.41,124.72,35.74,32.54,87.12,90.61
8763,740.42,124.72,35.72,32.56,87.11,90.60
8764,740.43,124.72,35.72,32.61,87.10,90.61
8765,740.44,124.72,35.74,32.65,87.11,90.60
8766,740.45,124.72,35.74,32.67,87.09,90.60
8767,740.46,124.72,35.78,32.67,87.09,90.59
8768,740.47,124.72,35.82,32.66,87.08,90.59
8769,740.48,124.72,35.82,32.63,87.08,90.59
8770,740.48,124.72,35.82,32.61,87.08,90.59
8771,740.49,124.71,35.82,32.61,87.08,90.58
8772,740.49,124.71,35.80,32.58,87.08,90.57
8773,740.50,124.71,35.80,32.53,87.07,90.57
8774,740.50,124.71,35.81,32.49,87.06,90.55
8775,740.50,124.71,35.78,32.43,87.06,90.56
8776,740.51,124.71,35.76,32.40,87.06,90.55
8777,740.51,124.71,35.76,32.37,87.06,90.55
8778,740.51,124.71,35.74,32.35,87.05,90.55
8779,740.51,124.71,35.76,32.35,87.05,90.54
8780,740.52,124.71,35.76,32.32,87.05,90.54
8781,740.53,124.71,35.83,32.30,87.05,90.53
8782,740.54,124.71,35.83,32.29,87.05,90.53
8783,740.54,124.71,35.82,32.27,87.05,90.54
8784,740.55,124.71,35.82,32.27,87.04,90.53
8785,740.56,124.71,35.82,32.26,87.04,90.53
8786,740.56,124.71,35.83,32.26,87.04,90.53
8787,740.57,124.71,35.83,32.26,87.04,90.53
8788,740.57,124.71,35.80,32.26,87.03,90.52
8789,740.58,124.71,35.80,32.25,87.04,90.52
8790,740.58,124.71,35.80,32.22,87.03,90.52
8791,740.58,124.71,35.78,32.25,87.03,90.52
8792,740.59,124.71,35.76,32.29,87.03,90.50
8793,740.59,124.71,35.76,32.34,87.03,90.50
8794,740.59,124.71,35.76,32.34,87.02,90.51
8795,740.60,124.71,35.76,32.40,87.02,90.52
8796,740.60,124.71,35.76,32.45,87.02,90.51
8797,740.61,124.71,35.76,32.49,87.01,90.50
8798,740.61,124.71,35.78,32.51,87.01,90.50
8799,740.62,124.71,35.78,32.52,86.99,90.51
8800,740.63,124.71,35.80,32.52,87.00,90.51
8801,740.64,124.71,35.85,32.52,87.00,90.51
8802,740.66,124.71,35.87,32.52,87.00,90.50
8803,740.67,124.71,35.89,32.52,86.99,90.48
8804,740.68,124.71,35.89,32.51,87.00,90.50
8805,740.69,124.71,35.87,32.49,86.99,90.48
8806,740.70,124.71,35.87,32.47,86.99,90.48
8807,740.71,124.71,35.82,32.45,86.98,90.47
8808,740.72,124.71,35.78,32.45,86.98,90.48
8809,740.73,124.71,35.76,32.45,86.97,90.48
8810,740.74,124.71,35.74,32.43,86.97,90.47
8811,740.76,124.71,35.72,32.43,86.98,90.47
8812,740.77,124.71,35.71,32.40,86.97,90.47
8813,740.78,124.71,35.71,32.39,86.96,90.45
8814,740.79,124.71,35.74,32.37,86.97,90.46
8815,740.80,124.71,35.76,32.35,86.95,90.45
8816,740.81,124.71,35.76,32.34,86.95,90.45
8817,740.82,124.71,35.76,32.34,86.96,90.45
8818,740.83,124.71,35.78,32.31,86.96,90.44
8819,740.84,124.71,35.80,32.29,86.96,90.44
8820,740.85,124.71,35.80,32.28,86.96,90.43
8821,740.86,124.71,35.80,32.26,86.96,90.44
8822,740.86,124.71,35.80,32.22,86.95,90.43
8823,740.87,124.71,35.80,32.22,86.96,90.42
8824,740.88,124.71,35.78,32.21,86.96,90.42
8825,740.89,124.71,35.78,32.21,86.95,90.44
8826,740.91,124.71,35.78,32.20,86.96,90.43
8827,740.91,124.71,35.78,32.20,86.95,90.43
8828,740.92,124.71,35.78,32.19,86.95,90.44
8829,740.93,124.71,35.78,32.21,86.96,90.42
8830,740.93,124.71,35.76,32.21,86.95,90.44
8831,740.93,124.71,35.74,32.23,86.95,90.42
8832,740.94,124.71,35.74,32.21,86.96,90.42
8833,740.95,124.71,35.73,32.21,86.95,90.42
8834,740.95,124.71,35.73,32.22,86.95,90.42
8835,740.96,124.71,35.78,32.21,86.96,90.44
8836,740.97,124.71,35.78,32.22,86.96,90.43
8837,740.99,124.71,35.80,32.23,86.95,90.42
8838,741.00,124.71,35.83,32.23,86.95,90.43
8839,741.01,124.71,35.84,32.23,86.95,90.42
8840,741.02,124.70,35.84,32.21,86.96,90.42
8841,741.04,124.70,35.85,32.21,86.96,90.43
8842,741.05,124.70,35.83,32.21,86.96,90.43
8843,741.06,124.70,35.83,32.21,86.97,90.43
8844,741.08,124.70,35.80,32.21,86.97,90.42
8845,741.08,124.70,35.78,32.21,86.97,90.44
8846,741.09,124.70,35.76,32.19,86.97,90.44
8847,741.10,124.70,35.76,32.20,86.97,90.44
8848,741.11,124.70,35.76,32.20,86.97,90.44
8849,741.11,124.70,35.78,32.20,86.97,90.44
8850,741.12,124.70,35.80,32.19,86.97,90.44
8851,741.12,124.70,35.80,32.22,86.97,90.44
8852,741.13,124.70,35.80,32.23,86.97,90.44
